3.311044018102708097e+00,1.657071506127611449e-01,-2.961367251065331052e-01,4.265343839999999886e+00,1.186998000000000046e-02,-6.912026999999999755e-02
2.727935638579761513e+00,1.304317523610946661e-01,-2.427885811290849405e-01,4.265343839999999886e+00,1.186998000000000046e-02,-6.912026999999999755e-02
2.825456182627028134e+00,6.519412140532064581e-02,4.686639063122398086e-01,4.265343839999999886e+00,1.186998000000000046e-02,-6.912026999999999755e-02
3.147395608240979747e+00,1.443121449397773703e-01,1.706786890701634252e-01,4.263446659999999611e+00,1.326450000000000068e-03,-4.545710000000000028e-02
3.041012342794714662e+00,1.453586635450929421e-01,9.439748234822500916e-02,4.263446659999999611e+00,1.326450000000000068e-03,-4.545710000000000028e-02
2.895270610744614004e+00,1.075575442466251835e-01,2.304749713090007146e-01,4.263446659999999611e+00,1.326450000000000068e-03,-4.545710000000000028e-02
2.948118300892794252e+00,9.664969599674538836e-02,4.296682008336674130e-01,4.263446659999999611e+00,1.326450000000000068e-03,-4.545710000000000028e-02
3.192518873413007441e+00,2.697822861936957639e-01,2.550842331309550737e-01,4.159351739999999964e+00,-1.048942999999999924e-02,-5.585752000000000078e-02
2.990280251482649199e+00,2.391275366097988520e-01,1.312354030359864643e-01,4.159351739999999964e+00,-1.048942999999999924e-02,-5.585752000000000078e-02
3.281510176717232774e+00,2.647753253434873000e-01,2.981433084802197486e-01,4.159351739999999964e+00,-1.048942999999999924e-02,-5.585752000000000078e-02
3.273397475325953820e+00,2.507892639750933794e-01,3.432928625921400911e-01,4.159351739999999964e+00,-1.048942999999999924e-02,-5.585752000000000078e-02
3.198861269942710361e+00,2.701992387554329467e-01,2.145769716764974744e-01,4.160145860000000084e+00,-9.585349999999999426e-03,-4.678704000000000196e-02
3.225985012294729781e+00,2.449173127820579443e-01,2.035615150109545413e-01,4.160145860000000084e+00,-9.585349999999999426e-03,-4.678704000000000196e-02
2.996938537744582298e+00,2.375977779618040076e-01,1.544718459899531993e-01,4.160145860000000084e+00,-9.585349999999999426e-03,-4.678704000000000196e-02
3.082443766219320036e+00,2.271222235869399253e-01,1.150874758540434278e-01,4.156161270000000130e+00,3.051359000000000016e-02,-5.224991999999999831e-02
3.186736840201015664e+00,2.494136606833478043e-01,6.866506941049999035e-02,4.156161270000000130e+00,3.051359000000000016e-02,-5.224991999999999831e-02
2.815451887873683390e+00,5.458980204092372251e-02,5.511815913780350185e-01,4.298683119999999747e+00,2.505071000000000034e-02,-5.791874999999999801e-02
2.968814669076774049e+00,1.361991087269938949e-01,2.741634230144306961e-01,4.269691449999999833e+00,-7.728142999999999818e-02,-7.570366000000000595e-02
2.918897563773734216e+00,8.346146929446966733e-02,3.305069152005272737e-01,4.269691449999999833e+00,-7.728142999999999818e-02,-7.570366000000000595e-02
2.904974023620649604e+00,1.105017064473849120e-01,3.908613349746273835e-01,4.269691449999999833e+00,-7.728142999999999818e-02,-7.570366000000000595e-02
2.977444424940904444e+00,3.391960827047154625e-01,7.154243280228093915e-02,4.127412210000000137e+00,-5.033529999999999949e-02,-8.068308000000000424e-02
3.215924984763889327e+00,3.739650283384938767e-01,2.149450224753957639e-01,4.127412210000000137e+00,-5.033529999999999949e-02,-8.068308000000000424e-02
2.505419672418268462e+00,3.349209154449657166e-01,-3.243637927379202091e-01,4.127412210000000137e+00,-5.033529999999999949e-02,-8.068308000000000424e-02
3.275250404594774789e+00,3.453934448268964896e-01,3.075481671554157748e-01,4.127412210000000137e+00,-5.033529999999999949e-02,-8.068308000000000424e-02
2.976189285978264820e+00,-9.138138278225982347e-02,6.538274560061257956e-02,4.427320860000000025e+00,-3.063750999999999974e-02,-4.900535000000000307e-02
3.182333486802730871e+00,-9.124457630532127475e-04,3.288483938107744087e-01,4.392529470000000380e+00,-8.602379000000000275e-02,-7.019540000000000501e-02
3.301340392445149874e+00,8.441747149274049511e-02,-5.382441691464644462e-01,4.392529470000000380e+00,-8.602379000000000275e-02,-7.019540000000000501e-02
2.898700390485841272e+00,4.630522887272506272e-02,-9.780273631812787249e-02,4.392529470000000380e+00,-8.602379000000000275e-02,-7.019540000000000501e-02
3.135349333750187206e+00,1.902623639003588329e-01,-3.512284380801247025e-02,4.269548330000000114e+00,-8.367631999999999848e-02,-5.727472000000000119e-02
3.002498559075343021e+00,1.494490435273293782e-01,1.005592823530334357e-01,4.269548330000000114e+00,-8.367631999999999848e-02,-5.727472000000000119e-02
3.026236286113109575e+00,1.034701667671846931e-01,2.920479449598071264e-01,4.331121809999999961e+00,-1.505224300000000126e-01,-5.882458000000000131e-02
2.946702147525404047e+00,1.187870590845653412e-01,-9.723537897224418525e-02,4.331121809999999961e+00,-1.505224300000000126e-01,-5.882458000000000131e-02
3.309597605439651868e+00,1.077848509226465717e-01,3.978946856451218150e-01,4.331121809999999961e+00,-1.505224300000000126e-01,-5.882458000000000131e-02
3.279485063963331726e+00,8.937071424831730115e-02,4.522665956087866812e-01,4.331121809999999961e+00,-1.505224300000000126e-01,-5.882458000000000131e-02
2.794134612040211518e+00,1.377291398980251824e-01,-1.318556344083007537e-01,4.331121809999999961e+00,-1.505224300000000126e-01,-5.882458000000000131e-02
3.132931887198381116e+00,3.989095709049133576e-01,-6.163286126325728115e-02,4.148001859999999930e+00,-7.905294000000000210e-02,-5.789605999999999919e-02
2.871578218840484809e+00,5.249665788963937124e-02,-2.469250470028634403e-01,4.421800389999999581e+00,-6.147223999999999744e-02,-4.813618000000000063e-02
2.968370794210615227e+00,1.474733951799614695e-01,1.618959834688322441e-01,4.201695169999999813e+00,-1.043532399999999999e-01,-8.841314000000000117e-02
2.959266518844967830e+00,1.624559057779047522e-01,1.392695708947345457e-01,4.201695169999999813e+00,-1.043532399999999999e-01,-8.841314000000000117e-02
2.989809816771934248e+00,1.515109450852715756e-01,1.715081059560576715e-01,4.201695169999999813e+00,-1.043532399999999999e-01,-8.841314000000000117e-02
3.276315786729241175e+00,1.842848260757748435e-01,2.257853163657154438e-01,4.201695169999999813e+00,-1.043532399999999999e-01,-8.841314000000000117e-02
2.966173740886183907e+00,1.348674242690820757e-01,2.864256193429290942e-01,4.201695169999999813e+00,-1.043532399999999999e-01,-8.841314000000000117e-02
2.964919311002110369e+00,-1.277970533398132547e-01,-2.267533796484921815e-01,4.383816790000000019e+00,-3.983190000000000341e-02,4.470136999999999722e-02
3.312162740295001573e+00,-1.358853003107548252e-01,-3.316580680063660469e-01,4.383816790000000019e+00,-3.983190000000000341e-02,4.470136999999999722e-02
2.910760479870490247e+00,-5.942325867827245173e-02,-2.152040833425821198e-01,4.473954319999999818e+00,-1.069782100000000041e-01,3.340386000000000050e-02
2.787434708316307574e+00,-5.086768864836904540e-03,-3.127846817138880131e-01,4.473954319999999818e+00,-1.069782100000000041e-01,3.340386000000000050e-02
3.385322268007685320e+00,3.382376526604878864e-01,1.849517010012799445e-01,4.123307200000000172e+00,-1.167747400000000019e-01,-9.115849999999999995e-03
3.103067038750731754e+00,7.559978116333690434e-02,4.206301059604675152e-02,4.357633360000000344e+00,-7.194596000000000324e-02,4.455830000000000034e-03
3.223042924209553295e+00,7.700283594704068757e-02,8.953759410854975065e-02,4.357633360000000344e+00,-7.194596000000000324e-02,4.455830000000000034e-03
3.012973549161350739e+00,6.413037110768698978e-02,3.670004901138702869e-02,4.357633360000000344e+00,-7.194596000000000324e-02,4.455830000000000034e-03
