1590396505.97397733,0.31811523,-0.20703125,0.99243164
1590396505.98614430,0.36645508,-0.21704102,0.98291016
1590396505.99780750,0.36474609,-0.21704102,0.96240234
1590396506.01032019,0.32592773,-0.21459961,0.94067383
1590396506.02173042,0.30932617,-0.21557617,0.92919922
1590396506.03427172,0.31445312,-0.21386719,0.92480469
1590396506.04599118,0.33471680,-0.20532227,0.92602539
1590396506.05826783,0.34082031,-0.18994141,0.90966797
1590396506.06991458,0.34936523,-0.16113281,0.90771484
1590396506.08219051,0.36767578,-0.12622070,0.90600586
1590396506.09387064,0.37158203,-0.08935547,0.92163086
1590396506.10611987,0.37622070,-0.06250000,0.91918945
1590396506.11780381,0.38110352,-0.06323242,0.89892578
1590396506.13031220,0.37646484,-0.07226562,0.86401367
1590396506.14201021,0.36938477,-0.07714844,0.82324219
1590396506.15418339,0.37744141,-0.07446289,0.80688477
1590396506.16586947,0.38916016,-0.06665039,0.82128906
1590396506.17811656,0.40405273,-0.07177734,0.85205078
1590396506.18981481,0.41772461,-0.07617188,0.89868164
1590396506.20226908,0.42163086,-0.06958008,0.93261719
1590396506.21391106,0.43310547,-0.07324219,0.94311523
1590396506.22613859,0.43041992,-0.06689453,0.91406250
1590396506.23785567,0.42407227,-0.07421875,0.85937500
1590396506.25012708,0.41870117,-0.09619141,0.80493164
1590396506.26181459,0.42993164,-0.11108398,0.78027344
1590396506.27410388,0.43432617,-0.09912109,0.78979492
1590396506.28576946,0.42504883,-0.07739258,0.82153320
1590396506.29830503,0.42480469,-0.07495117,0.85961914
1590396506.30998945,0.43872070,-0.07861328,0.88574219
1590396506.32218194,0.45092773,-0.07397461,0.88647461
1590396506.33391047,0.46728516,-0.06713867,0.87280273
1590396506.34610462,0.47534180,-0.06225586,0.86059570
1590396506.35780144,0.47998047,-0.05615234,0.84301758
1590396506.37025905,0.47998047,-0.04492188,0.82397461
1590396506.38197446,0.48095703,-0.03881836,0.80151367
1590396506.39418411,0.49462891,-0.04174805,0.80224609
1590396506.40584445,0.51049805,-0.04052734,0.81787109
1590396506.41812348,0.51489258,-0.02392578,0.83520508
1590396506.42983317,0.51342773,-0.00561523,0.84521484
1590396506.44231558,0.52343750,0.00952148,0.84106445
1590396506.45372868,0.53613281,0.01245117,0.81933594
1590396506.46625614,0.55102539,0.01733398,0.81494141
1590396506.47790980,0.54882812,0.02661133,0.83447266
1590396506.49011707,0.54321289,0.04248047,0.86450195
1590396506.50179911,0.53710938,0.06762695,0.88671875
1590396506.51431561,0.52856445,0.08447266,0.87792969
1590396506.52576447,0.52856445,0.09790039,0.86938477
1590396506.53832912,0.52905273,0.10595703,0.85522461
1590396506.54969096,0.53100586,0.10302734,0.84863281
1590396506.56219888,0.52905273,0.10327148,0.85400391
1590396506.57388496,0.50854492,0.12402344,0.87304688
1590396506.58611727,0.48193359,0.15405273,0.90136719
1590396506.59793711,0.46704102,0.17431641,0.92871094
1590396506.61027384,0.45947266,0.18798828,0.93945312
1590396506.62169147,0.46362305,0.18334961,0.93212891
1590396506.63427305,0.46679688,0.17968750,0.92333984
1590396506.64594793,0.46972656,0.18115234,0.92553711
1590396506.65812159,0.48095703,0.17846680,0.92504883
1590396506.66976786,0.48510742,0.18310547,0.92407227
1590396506.68212223,0.49731445,0.17749023,0.92114258
1590396506.69379401,0.50537109,0.16748047,0.91821289
1590396506.70626044,0.50195312,0.16235352,0.91796875
1590396506.71791387,0.48999023,0.15966797,0.91772461
1590396506.73011661,0.47802734,0.15917969,0.90869141
1590396506.74188733,0.47314453,0.15551758,0.90429688
1590396506.75411510,0.46826172,0.15551758,0.90063477
1590396506.76582718,0.46435547,0.14990234,0.89672852
1590396506.77826405,0.46582031,0.14404297,0.88378906
1590396506.78994203,0.46899414,0.13916016,0.88232422
1590396506.80211735,0.47387695,0.13500977,0.86303711
1590396506.81380558,0.46752930,0.13574219,0.85522461
1590396506.82628942,0.46142578,0.12597656,0.84838867
1590396506.83776522,0.45996094,0.12011719,0.85839844
1590396506.85025716,0.45483398,0.11694336,0.86547852
1590396506.86196327,0.44970703,0.11743164,0.87719727
1590396506.87416434,0.44628906,0.12231445,0.89599609
1590396506.88584757,0.45166016,0.12060547,0.91650391
1590396506.89805365,0.44995117,0.10742188,0.92187500
1590396506.90968490,0.44506836,0.08618164,0.91113281
1590396506.92226028,0.44653320,0.07373047,0.90502930
1590396506.93365932,0.45410156,0.06689453,0.90014648
1590396506.94623685,0.46313477,0.06909180,0.89013672
